role,id,season,end_n,end_rate,end_success
batter,23471,2021,4249,0.563897,0
batter,23471,2022,6318,0.552073,0
batter,23471,2023,8542,0.541559,0
batter,23471,2024,10315,0.531556,0
batter,23471,2025,12378,0.52666,1
batter,23472,2020,67,0.522388,1
batter,23472,2021,198,0.565657,1
batter,23472,2022,510,0.570588,1
batter,23472,2023,877,0.549601,0
batter,23472,2024,930,0.546237,1
batter,23474,2020,172,0.5,1
batter,23474,2021,190,0.521053,1
batter,23474,2022,209,0.54067,0
batter,23474,2023,345,0.533333,1
batter,23474,2024,493,0.53144,0
batter,23474,2025,535,0.540187,1
batter,23476,2020,1939,0.551315,1
batter,23476,2021,4158,0.559163,1
batter,23476,2022,6819,0.541428,1
batter,23476,2023,7903,0.540807,0
batter,23476,2024,9038,0.535849,0
batter,23476,2025,11509,0.521157,0
batter,23481,2020,108,0.518519,0
batter,23481,2022,109,0.513761,1
batter,23481,2024,151,0.549669,0
batter,23482,2020,17,0.823529,1
batter,23483,2022,10,0.7,1
batter,23483,2023,64,0.671875,1
batter,23483,2025,227,0.519824,0
batter,23486,2020,41,0.707317,1
batter,23487,2023,56,0.785714,1
batter,23487,2025,58,0.775862,0
batter,23492,2020,26,0.576923,1
batter,23492,2023,79,0.594937,1
batter,23493,2020,98,0.571429,0
batter,23493,2021,106,0.566038,0
batter,23493,2024,112,0.535714,1
batter,23495,2020,2,0.5,0
batter,23505,2020,76,0.618421,1
batter,23505,2024,440,0.515909,1
batter,23505,2025,1598,0.505006,0
batter,23507,2020,129,0.387597,1
batter,23507,2022,209,0.392344,1
batter,23507,2023,221,0.402715,1
batter,23507,2025,249,0.417671,1
batter,23508,2020,219,0.570776,1
batter,23508,2021,2024,0.543478,0
batter,23508,2022,2384,0.552013,1
batter,23508,2023,2820,0.552837,1
batter,23508,2024,2876,0.554937,1
batter,23521,2020,74,0.594595,1
batter,23521,2021,410,0.565854,1
batter,23521,2022,430,0.572093,1
batter,23521,2023,704,0.553977,1
batter,23523,2020,11,0.818182,1
batter,23524,2020,272,0.617647,1
batter,23524,2021,381,0.622047,0
batter,23524,2022,395,0.622785,1
batter,23525,2020,160,0.5625,0
batter,23525,2021,840,0.547619,1
batter,23525,2022,1216,0.529605,1
batter,23525,2023,1432,0.531425,1
batter,23525,2024,1994,0.520562,0
batter,23526,2020,37,0.702703,1
batter,23526,2022,61,0.770492,1
batter,23526,2023,113,0.725664,1
batter,23526,2024,392,0.57398,0
batter,23526,2025,1195,0.52636,1
batter,23527,2020,24,0.791667,1
batter,23527,2023,90,0.7,1
batter,23529,2020,233,0.515021,0
batter,23529,2021,444,0.52027,1
batter,23529,2022,655,0.522137,0
batter,23529,2023,842,0.547506,0
batter,23529,2024,947,0.543823,1
batter,23531,2020,24,0.583333,1
batter,23531,2022,118,0.618644,1
batter,23531,2023,258,0.569767,0
batter,23531,2024,338,0.547337,0
batter,23546,2020,70,0.742857,0
batter,23546,2021,81,0.716049,0
batter,23546,2022,132,0.734848,1
batter,23546,2023,219,0.73516,1
batter,23546,2024,339,0.684366,1
batter,23546,2025,383,0.665796,1
batter,23547,2020,10,0.5,0
batter,23548,2020,94,0.702128,0
batter,23549,2020,295,0.630508,1
batter,23549,2021,1211,0.554913,0
batter,23549,2022,1248,0.563301,1
batter,23549,2023,1402,0.569187,1
batter,23549,2024,1752,0.55137,1
batter,23549,2025,2056,0.534047,1
batter,23551,2020,17,0.764706,1
batter,23551,2022,52,0.807692,1
batter,23551,2023,277,0.66065,1
batter,23551,2024,469,0.601279,0
batter,23551,2025,561,0.579323,1
batter,23552,2020,78,0.717949,1
batter,23552,2022,109,0.651376,1
batter,23552,2023,394,0.63198,1
batter,23552,2024,557,0.583483,1
batter,23552,2025,1594,0.530113,1
batter,23553,2020,604,0.589404,1
batter,23553,2021,888,0.584459,0
batter,23562,2020,197,0.573604,1
batter,23562,2021,409,0.555012,0
batter,23562,2022,529,0.586011,0
batter,23563,2020,9,0.333333,0
batter,23563,2021,13,0.307692,1
batter,23574,2021,2,0.0,0
batter,23576,2022,12,0.666667,0
batter,23576,2023,91,0.714286,1
batter,23578,2020,2487,0.547648,1
batter,23578,2021,3801,0.53749,1
batter,23578,2022,6529,0.526574,0
batter,23578,2023,9146,0.518806,1
batter,23578,2024,11159,0.511067,1
batter,23578,2025,11680,0.505822,0
batter,23579,2020,17,0.764706,1
batter,23579,2022,83,0.722892,0
batter,23579,2023,139,0.690647,1
batter,23579,2024,358,0.505587,0
batter,23579,2025,521,0.458733,1
batter,23582,2020,1856,0.548491,1
batter,23582,2021,2342,0.53971,0
batter,23582,2022,3465,0.533333,0
batter,23583,2020,1304,0.559816,1
batter,23583,2021,1470,0.554422,1
batter,23583,2023,2048,0.547852,1
batter,23583,2024,2824,0.533286,1
batter,23583,2025,4173,0.522406,0
batter,23584,2020,117,0.675214,0
batter,23584,2022,668,0.546407,1
batter,23584,2023,967,0.577042,0
batter,23584,2024,1564,0.535166,0
batter,23584,2025,2199,0.516598,1
batter,23586,2021,75,0.493333,0
batter,23602,2020,469,0.560768,1
batter,23602,2021,794,0.551637,1
batter,23602,2022,857,0.56126,1
batter,23602,2024,1235,0.536032,0
batter,23602,2025,2978,0.507388,0
batter,23604,2020,14,0.357143,1
batter,23604,2021,57,0.526316,1
batter,23604,2022,78,0.615385,1
batter,23605,2020,84,0.702381,1
batter,23605,2021,126,0.65873,0
batter,23605,2025,159,0.584906,0
batter,23606,2020,82,0.658537,1
batter,23606,2021,111,0.657658,1
batter,23606,2022,189,0.68254,0
batter,23606,2023,1178,0.532258,1
batter,23606,2024,2149,0.512797,1
batter,23606,2025,2321,0.509694,1
batter,23608,2022,89,0.640449,0
batter,23608,2023,124,0.693548,1
batter,23608,2024,203,0.640394,1
batter,23608,2025,246,0.626016,0
batter,23612,2020,35,0.542857,1
batter,23612,2023,73,0.712329,1
batter,23614,2020,2,0.5,1
batter,23625,2020,2334,0.583548,0
batter,23626,2020,170,0.494118,1
batter,23626,2021,686,0.526239,1
batter,23626,2022,1237,0.518998,1
batter,23626,2023,1500,0.524667,1
batter,23626,2024,1611,0.522036,1
batter,23635,2020,809,0.509271,1
batter,23637,2025,2,0.5,1
batter,23639,2020,40,0.675,1
batter,23639,2021,628,0.585987,0
batter,23639,2022,2415,0.533747,0
batter,23639,2023,4256,0.515977,1
batter,23639,2024,6362,0.523263,0
batter,23639,2025,8803,0.523572,1
batter,23641,2020,217,0.686636,1
batter,23641,2021,372,0.672043,1
batter,23641,2023,557,0.689408,0
batter,23641,2024,1581,0.557242,0
batter,23641,2025,2998,0.50567,0
batter,23645,2020,800,0.61625,1
batter,23645,2021,1152,0.563368,1
batter,23645,2022,1421,0.562984,0
batter,23645,2023,1536,0.579427,0
batter,23645,2024,1646,0.572296,1
batter,23645,2025,3132,0.553321,0
batter,23646,2020,2098,0.599142,1
batter,23646,2021,4195,0.566627,0
batter,23646,2022,6177,0.555448,0
batter,23646,2023,8449,0.541721,0
batter,23646,2024,10465,0.528715,0
batter,23646,2025,12644,0.520009,0
batter,23649,2020,183,0.52459,1
batter,23657,2020,20,0.6,1
batter,23657,2023,76,0.657895,1
batter,23658,2020,23,0.608696,1
batter,23658,2022,46,0.630435,1
batter,23658,2023,109,0.688073,1
batter,23661,2023,28,0.857143,1
batter,23662,2020,238,0.516807,1
batter,23662,2021,527,0.544592,1
batter,23662,2022,643,0.55521,1
batter,23662,2023,699,0.566524,1
batter,23662,2024,840,0.559524,1
batter,23662,2025,918,0.557734,0
batter,23663,2020,64,0.59375,0
batter,23664,2020,97,0.618557,0
batter,23664,2021,679,0.5081,1
batter,23664,2022,1820,0.519231,1
batter,23664,2023,3670,0.516894,1
batter,23664,2024,4510,0.517738,1
batter,23664,2025,4604,0.517159,0
batter,23666,2020,35,0.571429,1
batter,23667,2020,57,0.701754,1
batter,23667,2022,348,0.568966,1
batter,23667,2023,367,0.564033,1
batter,23667,2024,474,0.563291,1
batter,23667,2025,738,0.525745,1
batter,23668,2023,7,0.571429,1
batter,23669,2020,1171,0.554227,1
batter,23669,2021,1316,0.551672,1
batter,23669,2022,1553,0.555055,1
batter,23670,2020,245,0.608163,1
batter,23670,2021,297,0.612795,1
batter,23670,2022,762,0.564304,1
batter,23670,2023,931,0.555317,1
batter,23671,2020,742,0.516173,0
batter,23675,2020,16,0.75,1
batter,23675,2025,73,0.575342,0
batter,23677,2020,7,0.857143,0
batter,23677,2023,95,0.621053,1
batter,23680,2020,12,0.833333,1
batter,23681,2020,98,0.602041,1
batter,23681,2021,158,0.607595,0
batter,23681,2022,750,0.512,0
batter,23681,2023,1051,0.531874,0
batter,23681,2024,1200,0.530833,0
batter,23681,2025,1361,0.52388,1
batter,23683,2020,3,0.333333,1
batter,23683,2021,12,0.416667,1
batter,23685,2020,310,0.56129,1
batter,23685,2021,323,0.566563,1
batter,23685,2023,1332,0.521021,0
batter,23685,2024,2569,0.520047,0
batter,23685,2025,4624,0.492863,0
batter,23686,2020,17,0.647059,0
batter,23686,2021,89,0.595506,1
batter,23686,2023,119,0.605042,1
batter,23686,2024,126,0.595238,0
batter,23687,2020,2253,0.521083,0
batter,23687,2021,4697,0.515222,1
batter,23687,2022,6843,0.513956,0
batter,23687,2023,8939,0.513704,0
batter,23688,2020,75,0.546667,1
batter,23688,2021,337,0.531157,0
batter,23688,2022,1684,0.510095,1
batter,23688,2023,2285,0.519037,0
batter,23688,2024,2328,0.519759,0
batter,23691,2020,335,0.602985,1
batter,23691,2022,408,0.642157,1
batter,23691,2023,760,0.606579,1
batter,23691,2024,1688,0.55391,1
batter,23691,2025,2375,0.528842,1
batter,23692,2020,22,0.772727,1
batter,23693,2020,829,0.554885,1
batter,23693,2021,2333,0.555079,1
batter,23693,2022,4248,0.545669,1
batter,23693,2023,6169,0.535419,1
batter,23693,2024,8643,0.525396,0
batter,23693,2025,11046,0.516748,0
batter,23698,2020,306,0.663399,1
batter,23698,2021,524,0.583969,1
batter,23698,2022,1029,0.562682,0
batter,23698,2023,1342,0.560358,0
batter,23698,2024,1615,0.562229,1
batter,23698,2025,1924,0.54158,0
batter,23700,2020,114,0.649123,1
batter,23700,2021,292,0.589041,0
batter,23700,2022,322,0.596273,0
batter,23701,2020,38,0.842105,0
batter,23701,2021,536,0.610075,0
batter,23701,2022,850,0.622353,1
batter,23702,2020,161,0.776398,1
batter,23702,2021,233,0.699571,0
batter,23702,2022,310,0.648387,1
batter,23702,2023,406,0.672414,0
batter,23702,2024,535,0.618692,0
batter,23702,2025,639,0.604069,1
batter,23705,2021,287,0.560976,0
batter,23705,2022,1003,0.539382,1
batter,23705,2023,1009,0.540139,1
batter,23705,2024,1037,0.533269,1
batter,23705,2025,1129,0.533215,1
batter,23706,2020,73,0.780822,1
batter,23706,2021,205,0.712195,1
batter,23706,2022,563,0.559503,1
batter,23706,2023,707,0.547383,1
batter,23706,2024,825,0.538182,0
batter,23706,2025,847,0.531287,0
batter,23711,2021,15,0.6,1
batter,23712,2020,0,,0
batter,23712,2021,114,0.552632,1
batter,23712,2024,170,0.5,0
batter,23712,2025,262,0.496183,0
batter,23715,2023,51,0.54902,0
batter,23715,2024,210,0.538095,0
batter,23715,2025,872,0.486239,1
batter,23718,2020,478,0.564854,1
batter,23718,2021,701,0.550642,0
batter,23718,2022,907,0.545755,1
batter,23718,2023,962,0.551975,1
batter,23718,2024,1014,0.548323,0
batter,23718,2025,1044,0.548851,0
batter,23720,2020,1615,0.552322,1
batter,23720,2021,2594,0.547417,1
batter,23720,2022,3329,0.536497,1
batter,23720,2023,4265,0.541618,0
batter,23720,2024,4728,0.535745,0
batter,23720,2025,5171,0.536453,0
batter,23723,2022,32,0.6875,0
batter,23723,2023,414,0.57971,1
batter,23723,2024,426,0.577465,1
batter,23723,2025,496,0.558468,1
batter,23724,2020,81,0.555556,0
batter,23724,2021,802,0.541147,1
batter,23724,2022,1133,0.532215,0
batter,23724,2023,1470,0.527211,0
batter,23724,2024,1586,0.52396,1
batter,23726,2020,327,0.587156,0
batter,23726,2022,403,0.60794,1
batter,23726,2023,498,0.598394,0
batter,23726,2024,660,0.598485,1
batter,23726,2025,756,0.587302,0
batter,23728,2020,8,0.75,1
batter,23728,2021,102,0.54902,1
batter,23732,2021,67,0.671642,1
batter,23733,2020,100,0.62,1
batter,23733,2021,227,0.612335,0
batter,23733,2023,503,0.602386,0
batter,23733,2024,856,0.545561,0
batter,23733,2025,871,0.54535,1
batter,23734,2020,81,0.703704,1
batter,23734,2021,339,0.551622,1
batter,23734,2022,503,0.582505,1
batter,23734,2023,609,0.604269,1
batter,23734,2024,790,0.578481,0
batter,23734,2025,922,0.550976,0
batter,23735,2020,167,0.556886,1
batter,23735,2021,217,0.576037,1
batter,23735,2023,666,0.555556,0
batter,23735,2024,1058,0.534026,1
batter,23735,2025,1486,0.514805,0
batter,23739,2020,14,0.642857,1
batter,23739,2021,49,0.530612,0
batter,23739,2022,134,0.656716,1
batter,23739,2023,166,0.590361,0
batter,23739,2024,427,0.494145,1
batter,23739,2025,675,0.485926,0
batter,23742,2020,51,0.705882,1
batter,23742,2021,218,0.56422,1
batter,23742,2022,308,0.571429,1
batter,23742,2023,373,0.595174,0
batter,23746,2020,220,0.745455,0
batter,23746,2021,348,0.698276,0
batter,23750,2020,45,0.555556,0
batter,23750,2021,92,0.663043,0
batter,23750,2023,253,0.70751,0
batter,23750,2024,623,0.545746,0
batter,23750,2025,976,0.509221,1
batter,23752,2020,108,0.703704,1
batter,23752,2021,338,0.630178,1
batter,23752,2022,496,0.641129,0
batter,23752,2023,658,0.662614,1
batter,23752,2025,796,0.624372,1
batter,23753,2020,15,0.8,1
batter,23753,2021,75,0.613333,1
batter,23753,2022,111,0.621622,0
batter,23753,2024,116,0.62069,0
batter,23753,2025,175,0.542857,1
batter,23755,2020,52,0.711538,1
batter,23755,2021,156,0.551282,1
batter,23756,2020,36,0.583333,1
batter,23756,2021,188,0.664894,0
batter,23756,2024,199,0.658291,1
batter,23757,2020,143,0.748252,1
batter,23757,2021,356,0.567416,1
batter,23757,2022,650,0.567692,1
batter,23757,2023,1160,0.559483,1
batter,23757,2024,1542,0.547341,1
batter,23757,2025,1643,0.541692,0
batter,23759,2023,539,0.541744,1
batter,23759,2024,1437,0.508003,0
batter,23759,2025,2663,0.500188,1
batter,23760,2020,229,0.554585,1
batter,23760,2021,660,0.563636,1
batter,23760,2022,862,0.578886,1
batter,23760,2025,1079,0.568119,0
batter,23762,2023,19,0.578947,1
batter,23763,2020,89,0.617978,1
batter,23763,2021,151,0.596026,1
batter,23768,2020,849,0.568905,1
batter,23771,2024,1,1.0,0
batter,23773,2021,28,0.428571,0
batter,23773,2024,49,0.489796,0
batter,23773,2025,150,0.446667,1
batter,23776,2020,62,0.822581,0
batter,23776,2021,284,0.573944,1
batter,23776,2022,1216,0.522204,1
batter,23776,2023,1287,0.528361,1
batter,23776,2024,1496,0.532754,0
batter,23776,2025,2135,0.515222,1
batter,23778,2020,22,0.818182,1
batter,23778,2021,100,0.75,1
batter,23778,2022,203,0.738916,1
batter,23778,2023,1025,0.557073,1
batter,23778,2024,2567,0.504869,0
batter,23778,2025,4711,0.509871,0
batter,23780,2020,44,0.931818,1
batter,23780,2024,166,0.608434,1
batter,23788,2020,53,0.622642,0
batter,23788,2024,76,0.552632,1
batter,23788,2025,171,0.51462,0
batter,23789,2020,42,0.571429,0
batter,23789,2021,86,0.581395,0
batter,23789,2024,230,0.578261,1
batter,23789,2025,371,0.536388,0
batter,23791,2020,21,0.809524,1
batter,23791,2022,43,0.744186,0
batter,23793,2020,7,0.571429,1
batter,23793,2021,37,0.513514,0
batter,23793,2024,90,0.533333,1
batter,23797,2025,37,0.405405,0
batter,23798,2025,23,0.608696,1
batter,23799,2025,30,0.4,0
batter,23802,2025,25,0.6,0
batter,23803,2025,18,0.333333,0
batter,23805,2025,42,0.5,0
batter,23810,2025,37,0.513514,0
batter,23811,2025,40,0.475,0
batter,23817,2025,31,0.580645,1
batter,23835,2020,93,0.623656,1
batter,23835,2022,94,0.62766,1
batter,23835,2023,352,0.545455,1
batter,23835,2024,439,0.528474,1
batter,23835,2025,620,0.512903,1
batter,23836,2020,18,0.722222,0
batter,23836,2021,121,0.68595,1
batter,23837,2020,2,0.5,1
batter,23837,2023,23,0.826087,1
batter,23837,2024,91,0.56044,0
batter,23838,2020,61,0.721311,1
batter,23838,2022,102,0.637255,1
batter,23838,2023,269,0.70632,1
batter,23838,2024,392,0.642857,0
batter,23839,2020,12,0.583333,0
batter,23839,2021,137,0.547445,0
batter,23839,2022,182,0.598901,1
batter,23840,2020,1583,0.53127,1
batter,23840,2021,4028,0.545432,1
batter,23840,2022,6057,0.531451,1
batter,23841,2020,1041,0.59366,0
batter,23842,2020,856,0.560748,1
batter,23844,2020,825,0.472727,1
batter,23845,2020,7,0.857143,1
batter,23846,2020,8,0.5,0
batter,23847,2020,650,0.586154,1
batter,23849,2021,1,1.0,1
batter,23851,2023,164,0.713415,1
batter,23854,2021,437,0.590389,1
batter,23854,2022,1131,0.653404,1
batter,23854,2024,2525,0.574257,1
batter,23854,2025,4558,0.537078,0
batter,23855,2021,823,0.592953,0
batter,23855,2022,1495,0.654181,1
batter,23855,2023,1939,0.626612,1
batter,23855,2024,2386,0.604778,0
batter,23855,2025,3788,0.558342,1
batter,23859,2021,457,0.612691,1
batter,23859,2022,795,0.666667,0
batter,23859,2024,1460,0.580137,1
batter,23859,2025,2711,0.525267,1
batter,23861,2021,193,0.585492,1
batter,23864,2021,23,0.695652,0
batter,23864,2024,266,0.541353,0
batter,23864,2025,876,0.497717,1
batter,23865,2021,2003,0.453819,1
batter,23865,2022,2821,0.466147,0
batter,23875,2021,1071,0.537815,1
batter,23875,2022,2333,0.514359,0
batter,23875,2023,4019,0.505847,0
batter,23875,2024,5383,0.500836,1
batter,23875,2025,7407,0.493452,0
batter,23876,2021,39,0.641026,1
batter,23877,2023,13,0.846154,0
batter,23877,2024,44,0.477273,1
batter,23878,2021,9,0.555556,1
batter,23881,2021,696,0.518678,1
batter,23882,2021,2103,0.514503,0
batter,23882,2022,4096,0.509766,0
batter,23883,2023,12,0.833333,1
batter,23890,2021,17,0.705882,1
batter,23890,2022,97,0.721649,1
batter,23890,2024,138,0.652174,1
batter,23896,2023,1282,0.50936,0
batter,23896,2024,2046,0.508309,0
batter,23896,2025,3602,0.497779,1
batter,23899,2021,163,0.588957,1
batter,23899,2022,182,0.604396,1
batter,23899,2025,312,0.544872,1
batter,23900,2021,202,0.559406,0
batter,23900,2022,353,0.600567,1
batter,23900,2025,384,0.580729,1
batter,23901,2021,2011,0.546992,1
batter,23901,2022,4058,0.516264,0
batter,23901,2023,6382,0.512535,0
batter,23901,2024,8218,0.503529,1
batter,23901,2025,10437,0.498611,1
batter,23905,2021,222,0.536036,1
batter,23905,2023,279,0.55914,0
batter,23905,2024,355,0.512676,0
batter,23906,2021,137,0.59854,1
batter,23906,2022,157,0.598726,1
batter,23906,2024,268,0.496269,0
batter,23906,2025,312,0.5,1
batter,23907,2021,13,0.769231,1
batter,23911,2022,32,0.84375,1
batter,23911,2023,1154,0.549393,1
batter,23911,2024,1897,0.545071,0
batter,23911,2025,2319,0.531263,1
batter,23912,2021,27,0.666667,1
batter,23913,2021,22,0.681818,1
batter,23913,2023,181,0.685083,0
batter,23918,2021,10,0.5,0
batter,23918,2022,242,0.595041,1
batter,23918,2023,311,0.604502,0
batter,23918,2024,322,0.599379,1
batter,23918,2025,510,0.517647,1
batter,23919,2021,295,0.532203,0
batter,23919,2022,321,0.542056,0
batter,23919,2023,340,0.541176,1
batter,23919,2024,447,0.514541,0
batter,23919,2025,858,0.5,0
batter,23926,2023,61,0.770492,1
batter,23926,2025,114,0.631579,0
batter,23937,2021,99,0.59596,1
batter,23938,2021,607,0.558484,1
batter,23938,2022,1226,0.530179,1
batter,23938,2023,1418,0.525388,0
batter,23938,2025,1857,0.504039,0
batter,23939,2021,565,0.525664,1
batter,23939,2022,1368,0.532164,0
batter,23939,2023,1393,0.536253,1
batter,23939,2024,2000,0.5225,0
batter,23939,2025,3005,0.512146,0
batter,23940,2021,268,0.544776,1
batter,23940,2022,741,0.527665,1
batter,23940,2023,1580,0.525316,1
batter,23940,2024,2119,0.518169,0
batter,23940,2025,2215,0.518284,0
batter,23941,2021,43,0.604651,1
batter,23945,2021,162,0.574074,1
batter,23945,2022,322,0.624224,1
batter,23945,2024,406,0.603448,0
batter,23945,2025,431,0.593968,0
batter,23946,2021,7,0.571429,1
batter,23946,2022,21,0.571429,1
batter,23946,2025,111,0.387387,0
batter,23948,2021,271,0.553506,1
batter,23948,2022,511,0.547945,1
batter,23948,2023,1733,0.527986,1
batter,23948,2024,2960,0.515203,1
batter,23949,2021,347,0.512968,1
batter,23949,2023,849,0.55477,0
batter,23949,2024,1359,0.532009,0
batter,23949,2025,1617,0.522573,0
batter,23953,2025,4,0.75,1
batter,23957,2021,227,0.555066,0
batter,23957,2022,369,0.631436,1
batter,23957,2023,375,0.634667,0
batter,23957,2025,613,0.562806,1
batter,23958,2021,75,0.733333,1
batter,23960,2021,0,,1
batter,23961,2021,2067,0.539913,1
batter,23961,2022,4310,0.52645,1
batter,23965,2021,38,0.473684,1
batter,23965,2022,93,0.688172,1
batter,23965,2024,123,0.634146,0
batter,23965,2025,750,0.54,1
batter,23970,2021,13,0.846154,1
batter,23970,2023,108,0.583333,1
batter,23970,2024,498,0.522088,0
batter,23970,2025,721,0.49792,1
batter,23971,2022,34,0.705882,1
batter,23971,2025,171,0.502924,0
batter,23974,2024,70,0.528571,0
batter,23974,2025,101,0.514851,0
batter,23975,2021,154,0.61039,0
batter,23975,2022,315,0.653968,1
batter,23975,2024,407,0.628993,0
batter,23975,2025,796,0.530151,0
batter,23976,2022,258,0.542636,0
batter,23976,2023,482,0.522822,0
batter,23976,2024,580,0.506897,1
batter,23976,2025,635,0.505512,1
batter,23978,2021,263,0.51711,0
batter,23978,2022,609,0.545156,1
batter,23978,2023,970,0.551546,1
batter,23978,2024,1318,0.539454,0
batter,23978,2025,1680,0.513095,1
batter,23980,2021,173,0.624277,1
batter,23980,2022,345,0.634783,1
batter,23981,2021,27,0.444444,1
batter,23981,2022,33,0.515152,1
batter,23983,2021,136,0.661765,0
batter,23983,2022,151,0.655629,1
batter,23986,2021,200,0.57,1
batter,23989,2021,134,0.529851,0
batter,23989,2024,612,0.50817,0
batter,23989,2025,824,0.470874,0
batter,23990,2021,284,0.510563,1
batter,23990,2022,513,0.567251,1
batter,23990,2023,560,0.571429,1
batter,23990,2024,640,0.545312,0
batter,23990,2025,1563,0.503519,1
batter,23991,2023,1,1.0,1
batter,23992,2021,52,0.634615,0
batter,23992,2022,154,0.701299,1
batter,23992,2023,172,0.703488,1
batter,23992,2025,316,0.575949,0
batter,23993,2021,15,0.666667,1
batter,23993,2022,32,0.78125,1
batter,23993,2023,61,0.819672,0
batter,23995,2023,1,1.0,1
batter,23995,2025,35,0.4,0
batter,23996,2022,39,0.692308,0
batter,23996,2023,92,0.630435,1
batter,23996,2024,119,0.605042,1
batter,24000,2021,66,0.590909,1
batter,24000,2022,176,0.681818,1
batter,24002,2021,5,0.4,1
batter,24003,2021,10,0.8,0
batter,24004,2021,32,0.5,1
batter,24005,2021,1237,0.552142,1
batter,24006,2021,89,0.617978,0
batter,24006,2022,181,0.640884,1
batter,24007,2021,993,0.495468,0
batter,24007,2024,1841,0.485606,1
batter,24008,2021,833,0.553421,1
batter,24009,2021,159,0.528302,0
batter,24010,2022,1020,0.560784,0
batter,24010,2023,1630,0.571166,1
batter,24010,2024,1656,0.570048,1
batter,24010,2025,2115,0.548936,0
batter,24014,2022,108,0.694444,1
batter,24014,2025,118,0.669492,0
batter,24016,2022,255,0.694118,1
batter,24016,2023,727,0.700138,0
batter,24016,2025,1451,0.589938,1
batter,24019,2022,37,0.567568,1
batter,24019,2024,371,0.477089,0
batter,24019,2025,741,0.483131,1
batter,24022,2022,367,0.523161,0
batter,24022,2023,612,0.544118,1
batter,24022,2024,678,0.542773,1
batter,24022,2025,840,0.527381,0
batter,24023,2022,980,0.530612,1
batter,24024,2023,111,0.585586,1
batter,24024,2025,117,0.589744,0
batter,24029,2024,8,0.5,0
batter,24031,2022,167,0.598802,1
batter,24031,2024,203,0.571429,1
batter,24031,2025,369,0.531165,0
batter,24033,2022,14,0.857143,0
batter,24034,2022,57,0.824561,1
batter,24034,2023,136,0.779412,1
batter,24034,2025,249,0.658635,0
batter,24035,2023,53,0.811321,0
batter,24040,2022,590,0.494915,1
batter,24040,2023,674,0.522255,1
batter,24040,2024,807,0.513011,1
batter,24040,2025,2794,0.500716,1
batter,24041,2022,176,0.602273,1
batter,24041,2023,199,0.613065,1
batter,24041,2024,553,0.560579,1
batter,24041,2025,1271,0.517703,0
batter,24046,2022,113,0.725664,1
batter,24046,2024,137,0.686131,1
batter,24046,2025,269,0.6171,0
batter,24049,2022,66,0.757576,1
batter,24049,2024,68,0.764706,0
batter,24049,2025,128,0.640625,0
batter,24050,2022,134,0.58209,1
batter,24050,2023,206,0.65534,1
batter,24050,2024,289,0.591696,0
batter,24050,2025,1686,0.501779,0
batter,24054,2022,93,0.72043,1
batter,24054,2023,226,0.734513,1
batter,24054,2024,781,0.560819,0
batter,24054,2025,957,0.547544,0
batter,24057,2025,46,0.608696,1
batter,24058,2024,4,0.5,1
batter,24061,2022,18,0.888889,0
batter,24061,2023,57,0.807018,1
batter,24066,2024,71,0.408451,1
batter,24066,2025,84,0.392857,0
batter,24067,2025,31,0.516129,0
batter,24068,2022,12,0.916667,1
batter,24068,2023,24,0.75,0
batter,24068,2024,562,0.519573,0
batter,24068,2025,725,0.517241,0
batter,24071,2022,18,0.611111,1
batter,24071,2025,108,0.490741,0
batter,24072,2022,47,0.723404,0
batter,24072,2023,1712,0.517523,1
batter,24072,2024,3580,0.501117,1
batter,24072,2025,4387,0.494871,0
batter,24074,2022,2388,0.502513,1
batter,24074,2023,4562,0.512495,0
batter,24074,2024,6753,0.511476,1
batter,24075,2022,791,0.498104,1
batter,24075,2023,2059,0.490529,0
batter,24075,2024,4014,0.496014,1
batter,24075,2025,5952,0.490087,0
batter,24077,2022,20,0.65,1
batter,24077,2023,88,0.727273,1
batter,24077,2024,122,0.639344,1
batter,24077,2025,248,0.532258,1
batter,24079,2022,7,0.857143,1
batter,24079,2023,56,0.589286,1
batter,24079,2024,96,0.53125,0
batter,24080,2022,2,0.5,1
batter,24080,2023,23,0.782609,1
batter,24082,2023,7,0.428571,1
batter,24086,2025,684,0.501462,0
batter,24087,2022,472,0.574153,0
batter,24087,2023,2215,0.523702,1
batter,24087,2024,4022,0.511437,0
batter,24087,2025,6347,0.511895,0
batter,24090,2022,189,0.62963,1
batter,24090,2023,775,0.581935,1
batter,24090,2024,787,0.579416,0
batter,24090,2025,794,0.576826,1
batter,24091,2022,52,0.769231,1
batter,24091,2023,188,0.659574,0
batter,24091,2024,524,0.53626,1
batter,24091,2025,592,0.540541,0
batter,24092,2022,19,0.631579,0
batter,24092,2023,154,0.675325,1
batter,24093,2022,64,0.703125,1
batter,24093,2023,347,0.70317,0
batter,24093,2024,411,0.6691,0
batter,24095,2022,9,0.888889,1
batter,24095,2023,228,0.692982,1
batter,24095,2024,295,0.657627,0
batter,24096,2022,7,0.857143,1
batter,24098,2022,902,0.507761,1
batter,24098,2023,1900,0.506842,1
batter,24098,2024,2140,0.501402,1
batter,24101,2022,43,0.651163,1
batter,24101,2023,68,0.632353,1
batter,24101,2025,205,0.487805,1
batter,24103,2022,89,0.741573,1
batter,24103,2023,168,0.702381,1
batter,24106,2022,104,0.653846,1
batter,24106,2023,196,0.673469,1
batter,24106,2024,202,0.663366,0
batter,24106,2025,215,0.655814,0
